TRAITID	SORT	TRAIT	plat	SHORTNAME	id
2211-9_6	5028	TIMP1 : Metalloproteinase inhibitor 1 [SOMA]	SOMA	SOMA: TIMP1 : Metalloproteinase inhibitor 1	SOMA: TIMP1 : Metalloproteinase inhibitor 1
2212-69_1	5029	PLAT : Tissue-type plasminogen activator [SOMA]	SOMA	SOMA: PLAT : Tissue-type plasminogen activator	SOMA: PLAT : Tissue-type plasminogen activator
222	7190	rs1029375:chr16:26411090 AC130464.1;LINC02195	DNA	DNA: rs1029375:chr16:26411090 AC130464.1;LINC02195	DNA: rs1029375:chr16:26411090 AC130464.1;LINC02195
223	7191	rs2248372:chr6:31446466 HCP5	DNA	DNA: rs2248372:chr6:31446466 HCP5	DNA: rs2248372:chr6:31446466 HCP5
224	7192	rs6550020:chr3:30795698 GADL1	DNA	DNA: rs6550020:chr3:30795698 GADL1	DNA: rs6550020:chr3:30795698 GADL1
2247-20_11	5031	PROK1 : Prokineticin-1 [SOMA]	SOMA	SOMA: PROK1 : Prokineticin-1	SOMA: PROK1 : Prokineticin-1
225	7193	rs8017423:chr14:90679910 KCNK13;NRDE2;PSMC1	DNA	DNA: rs8017423:chr14:90679910 KCNK13;NRDE2;PSMC1	DNA: rs8017423:chr14:90679910 KCNK13;NRDE2;PSMC1
226	7194	rs9501587:chr6:31346937 ZDHHC20P2	DNA	DNA: rs9501587:chr6:31346937 ZDHHC20P2	DNA: rs9501587:chr6:31346937 ZDHHC20P2
227	7195	rs75689054:chr2:239357458 ASB1;RNU6-234P;RP11-40B20.1;TRAF3IP1	DNA	DNA: rs75689054:chr2:239357458 ASB1;RNU6-234P;RP11-40B20.1;TRAF3IP1	DNA: rs75689054:chr2:239357458 ASB1;RNU6-234P;RP11-40B20.1;TRAF3IP1
2278-61_4	5034	TIMP2 : Metalloproteinase inhibitor 2 [SOMA]	SOMA	SOMA: TIMP2 : Metalloproteinase inhibitor 2	SOMA: TIMP2 : Metalloproteinase inhibitor 2
228	7196	rs1786126:chr18:596742 CLUL1	DNA	DNA: rs1786126:chr18:596742 CLUL1	DNA: rs1786126:chr18:596742 CLUL1
2288-7_4	5035	HCE004331 : HCE004331 [SOMA]	SOMA	SOMA: HCE004331 : HCE004331	SOMA: HCE004331 : HCE004331
229	7197	rs78107689:chr1:209363934 RP11-385M4.2;RP11-385M4.3	DNA	DNA: rs78107689:chr1:209363934 RP11-385M4.2;RP11-385M4.3	DNA: rs78107689:chr1:209363934 RP11-385M4.2;RP11-385M4.3
23	7198	rs3806702:chr3:46617502 AC104304.4;LRRC2;TDGF1	DNA	DNA: rs3806702:chr3:46617502 AC104304.4;LRRC2;TDGF1	DNA: rs3806702:chr3:46617502 AC104304.4;LRRC2;TDGF1
230	7199	rs112489513:chr5:17338693 CTD-2533K21.1	DNA	DNA: rs112489513:chr5:17338693 CTD-2533K21.1	DNA: rs112489513:chr5:17338693 CTD-2533K21.1
231	7200	rs7514452:chr1:154438084 IL6R;SHE;TDRD10;UBE2Q1	DNA	DNA: rs7514452:chr1:154438084 IL6R;SHE;TDRD10;UBE2Q1	DNA: rs7514452:chr1:154438084 IL6R;SHE;TDRD10;UBE2Q1
232	7201	rs72856809:chr10:134841274 ADGRA1	DNA	DNA: rs72856809:chr10:134841274 ADGRA1	DNA: rs72856809:chr10:134841274 ADGRA1
233	7202	rs579459:chr9:136154168 ABO	DNA	DNA: rs579459:chr9:136154168 ABO	DNA: rs579459:chr9:136154168 ABO
2333-72_1	5038	TGFB1 : Transforming growth factor beta-1 [SOMA]	SOMA	SOMA: TGFB1 : Transforming growth factor beta-1	SOMA: TGFB1 : Transforming growth factor beta-1
234	7203	rs73960380:chr18:48728053 MEX3C;RNU1-46P;SRSF10P1	DNA	DNA: rs73960380:chr18:48728053 MEX3C;RNU1-46P;SRSF10P1	DNA: rs73960380:chr18:48728053 MEX3C;RNU1-46P;SRSF10P1
235	7204	rs913655:chr10:19090812 RP11-139J15.5	DNA	DNA: rs913655:chr10:19090812 RP11-139J15.5	DNA: rs913655:chr10:19090812 RP11-139J15.5
2358-19_2	5039	FLT4 : Vascular endothelial growth factor receptor 3 [SOMA]	SOMA	SOMA: FLT4 : Vascular endothelial growth factor receptor 3	SOMA: FLT4 : Vascular endothelial growth factor receptor 3
236	7205	rs34593439:chr15:79234957 CTSH	DNA	DNA: rs34593439:chr15:79234957 CTSH	DNA: rs34593439:chr15:79234957 CTSH
237	7206	rs2000900:chr18:47502338 MYO5B	DNA	DNA: rs2000900:chr18:47502338 MYO5B	DNA: rs2000900:chr18:47502338 MYO5B
238	7207	rs2763979:chr6:31794592 C6orf48;HSPA1B	DNA	DNA: rs2763979:chr6:31794592 C6orf48;HSPA1B	DNA: rs2763979:chr6:31794592 C6orf48;HSPA1B
2381-52_4	5041	C5 : Complement C5 [SOMA]	SOMA	SOMA: C5 : Complement C5	SOMA: C5 : Complement C5
239	7208	rs56323030:chr2:29680814 ALK	DNA	DNA: rs56323030:chr2:29680814 ALK	DNA: rs56323030:chr2:29680814 ALK
24	7209	rs6016:chr1:169512120 F5;RP1-206D15.6	DNA	DNA: rs6016:chr1:169512120 F5;RP1-206D15.6	DNA: rs6016:chr1:169512120 F5;RP1-206D15.6
240	7210	rs12779340:chr10:20282977 PLXDC2	DNA	DNA: rs12779340:chr10:20282977 PLXDC2	DNA: rs12779340:chr10:20282977 PLXDC2
241	7211	rs3762055:chr9:117090575 ORM1;ORM2	DNA	DNA: rs3762055:chr9:117090575 ORM1;ORM2	DNA: rs3762055:chr9:117090575 ORM1;ORM2
2418-55_9	5042	APOE : Apolipoprotein E [SOMA]	SOMA	SOMA: APOE : Apolipoprotein E	SOMA: APOE : Apolipoprotein E
242	7212	rs7825859:chr8:82061710 RP11-1149M10.2	DNA	DNA: rs7825859:chr8:82061710 RP11-1149M10.2	DNA: rs7825859:chr8:82061710 RP11-1149M10.2
243	7213	rs2286963:chr2:211060050 AC006994.2;ACADL;KANSL1L;RPE;Y_RNA	DNA	DNA: rs2286963:chr2:211060050 AC006994.2;ACADL;KANSL1L;RPE;Y_RNA	DNA: rs2286963:chr2:211060050 AC006994.2;ACADL;KANSL1L;RPE;Y_RNA
2431-17_3	5047	CTSG : Cathepsin G [SOMA]	SOMA	SOMA: CTSG : Cathepsin G	SOMA: CTSG : Cathepsin G
244	7214	rs72983508:chr11:102727409 MMP12;MMP3	DNA	DNA: rs72983508:chr11:102727409 MMP12;MMP3	DNA: rs72983508:chr11:102727409 MMP12;MMP3
2441-2_4	5049	FGF10 : Fibroblast growth factor 10 [SOMA]	SOMA	SOMA: FGF10 : Fibroblast growth factor 10	SOMA: FGF10 : Fibroblast growth factor 10
2443-10_4	5050	FGF8 : Fibroblast growth factor 8 isoform B [SOMA]	SOMA	SOMA: FGF8 : Fibroblast growth factor 8 isoform B	SOMA: FGF8 : Fibroblast growth factor 8 isoform B
2447-7_4	5051	PLA2G2E : Group IIE secretory phospholipase A2 [SOMA]	SOMA	SOMA: PLA2G2E : Group IIE secretory phospholipase A2	SOMA: PLA2G2E : Group IIE secretory phospholipase A2
2449-1_4	5052	PLA2G5 : Calcium-dependent phospholipase A2 [SOMA]	SOMA	SOMA: PLA2G5 : Calcium-dependent phospholipase A2	SOMA: PLA2G5 : Calcium-dependent phospholipase A2
245	7215	rs7986387:chr13:67012746 PCDH9	DNA	DNA: rs7986387:chr13:67012746 PCDH9	DNA: rs7986387:chr13:67012746 PCDH9
2455-17_4	5053	IL12A IL12B : Interleukin-12 [SOMA]	SOMA	SOMA: IL12A IL12B : Interleukin-12	SOMA: IL12A IL12B : Interleukin-12
246	7216	rs150194871:chr6:161252413 RP1-155D22.1	DNA	DNA: rs150194871:chr6:161252413 RP1-155D22.1	DNA: rs150194871:chr6:161252413 RP1-155D22.1
2468-62_3	5054	CCL20 : C-C motif chemokine 20 [SOMA]	SOMA	SOMA: CCL20 : C-C motif chemokine 20	SOMA: CCL20 : C-C motif chemokine 20
247	7217	rs2945738:chr8:134534926 ST3GAL1	DNA	DNA: rs2945738:chr8:134534926 ST3GAL1	DNA: rs2945738:chr8:134534926 ST3GAL1
2475-1_3	5056	KIT : Mast/stem cell growth factor receptor Kit [SOMA]	SOMA	SOMA: KIT : Mast/stem cell growth factor receptor Kit	SOMA: KIT : Mast/stem cell growth factor receptor Kit
248	7218	rs34673573:chr3:133138766 BFSP2	DNA	DNA: rs34673573:chr3:133138766 BFSP2	DNA: rs34673573:chr3:133138766 BFSP2
2480-58_3	5057	TIMP3 : Metalloproteinase inhibitor 3 [SOMA]	SOMA	SOMA: TIMP3 : Metalloproteinase inhibitor 3	SOMA: TIMP3 : Metalloproteinase inhibitor 3
249	7219	rs7831227:chr8:134505411 ST3GAL1	DNA	DNA: rs7831227:chr8:134505411 ST3GAL1	DNA: rs7831227:chr8:134505411 ST3GAL1
25	7220	rs854625:chr17:34328461 CCL15	DNA	DNA: rs854625:chr17:34328461 CCL15	DNA: rs854625:chr17:34328461 CCL15
250	7221	rs5996322:chr22:43755249 -	DNA	DNA: rs5996322:chr22:43755249 -	DNA: rs5996322:chr22:43755249 -
2500-2_3	5059	ANGPT4 : Angiopoietin-4 [SOMA]	SOMA	SOMA: ANGPT4 : Angiopoietin-4	SOMA: ANGPT4 : Angiopoietin-4
2505-49_3	5061	GFRA3 : GDNF family receptor alpha-3 [SOMA]	SOMA	SOMA: GFRA3 : GDNF family receptor alpha-3	SOMA: GFRA3 : GDNF family receptor alpha-3
251	7222	rs4493662:chr5:147347842 CTB-95D12.1;EEF1GP2	DNA	DNA: rs4493662:chr5:147347842 CTB-95D12.1;EEF1GP2	DNA: rs4493662:chr5:147347842 CTB-95D12.1;EEF1GP2
2514-65_3	5063	EFNB3 : Ephrin-B3 [SOMA]	SOMA	SOMA: EFNB3 : Ephrin-B3	SOMA: EFNB3 : Ephrin-B3
2515-14_3	5064	GFRA2 : GDNF family receptor alpha-2 [SOMA]	SOMA	SOMA: GFRA2 : GDNF family receptor alpha-2	SOMA: GFRA2 : GDNF family receptor alpha-2
2516-57_3	5065	CCL21 : C-C motif chemokine 21 [SOMA]	SOMA	SOMA: CCL21 : C-C motif chemokine 21	SOMA: CCL21 : C-C motif chemokine 21
252	7223	rs72641561:chr1:9013585 CA6	DNA	DNA: rs72641561:chr1:9013585 CA6	DNA: rs72641561:chr1:9013585 CA6
2523-31_3	5066	CCL5 : C-C motif chemokine 5 [SOMA]	SOMA	SOMA: CCL5 : C-C motif chemokine 5	SOMA: CCL5 : C-C motif chemokine 5
2524-56_3	5067	HMGB1 : High mobility group protein B1 [SOMA]	SOMA	SOMA: HMGB1 : High mobility group protein B1	SOMA: HMGB1 : High mobility group protein B1
2526-53_3	5068	TNFRSF11B : Tumor necrosis factor receptor superfamily member 11B [SOMA]	SOMA	SOMA: TNFRSF11B : Tumor necrosis factor receptor superfamily member 11B	SOMA: TNFRSF11B : Tumor necrosis factor receptor superfamily member 11B
253	7224	rs76740835:chr10:130583808 RP11-442O18.2	DNA	DNA: rs76740835:chr10:130583808 RP11-442O18.2	DNA: rs76740835:chr10:130583808 RP11-442O18.2
254	7225	rs1799841:chr20:23860178 CST5	DNA	DNA: rs1799841:chr20:23860178 CST5	DNA: rs1799841:chr20:23860178 CST5
255	7226	rs350784:chr2:52934145 MIR4431	DNA	DNA: rs350784:chr2:52934145 MIR4431	DNA: rs350784:chr2:52934145 MIR4431
2558-51_3	5069	POMC : Beta-endorphin [SOMA]	SOMA	SOMA: POMC : Beta-endorphin	SOMA: POMC : Beta-endorphin
256	7227	rs13264936:chr8:134502205 ST3GAL1	DNA	DNA: rs13264936:chr8:134502205 ST3GAL1	DNA: rs13264936:chr8:134502205 ST3GAL1
257	7228	rs13682:chr8:67380677 ADHFE1	DNA	DNA: rs13682:chr8:67380677 ADHFE1	DNA: rs13682:chr8:67380677 ADHFE1
2570-72_5	5071	IGFBP2 : Insulin-like growth factor-binding protein 2 [SOMA]	SOMA	SOMA: IGFBP2 : Insulin-like growth factor-binding protein 2	SOMA: IGFBP2 : Insulin-like growth factor-binding protein 2
2571-12_3	5072	IGFBP3 : Insulin-like growth factor-binding protein 3 [SOMA]	SOMA	SOMA: IGFBP3 : Insulin-like growth factor-binding protein 3	SOMA: IGFBP3 : Insulin-like growth factor-binding protein 3
2575-5_5	5073	LEP : Leptin [SOMA]	SOMA	SOMA: LEP : Leptin	SOMA: LEP : Leptin
2578-67_2	5074	CCL2 : C-C motif chemokine 2 [SOMA]	SOMA	SOMA: CCL2 : C-C motif chemokine 2	SOMA: CCL2 : C-C motif chemokine 2
2579-17_5	5075	MMP9 : Matrix metalloproteinase-9 [SOMA]	SOMA	SOMA: MMP9 : Matrix metalloproteinase-9	SOMA: MMP9 : Matrix metalloproteinase-9
258	7229	rs141622900:chr19:45426792 APOC1	DNA	DNA: rs141622900:chr19:45426792 APOC1	DNA: rs141622900:chr19:45426792 APOC1
2580-83_2	5076	MPO : Myeloperoxidase [SOMA]	SOMA	SOMA: MPO : Myeloperoxidase	SOMA: MPO : Myeloperoxidase
2585-2_5	5077	PRL : Prolactin [SOMA]	SOMA	SOMA: PRL : Prolactin	SOMA: PRL : Prolactin
259	7230	rs4727591:chr7:103891085 ORC5	DNA	DNA: rs4727591:chr7:103891085 ORC5	DNA: rs4727591:chr7:103891085 ORC5
2590-69_4	5078	ROR1 : Tyrosine-protein kinase transmembrane receptor ROR1 [SOMA]	SOMA	SOMA: ROR1 : Tyrosine-protein kinase transmembrane receptor ROR1	SOMA: ROR1 : Tyrosine-protein kinase transmembrane receptor ROR1
2597-8_3	5079	VEGFA : Vascular endothelial growth factor A [SOMA]	SOMA	SOMA: VEGFA : Vascular endothelial growth factor A	SOMA: VEGFA : Vascular endothelial growth factor A
2598-9_3	5080	TNFRSF9 : Tumor necrosis factor receptor superfamily member 9 [SOMA]	SOMA	SOMA: TNFRSF9 : Tumor necrosis factor receptor superfamily member 9	SOMA: TNFRSF9 : Tumor necrosis factor receptor superfamily member 9
2599-51_2	5081	TNFSF9 : Tumor necrosis factor ligand superfamily member 9 [SOMA]	SOMA	SOMA: TNFSF9 : Tumor necrosis factor ligand superfamily member 9	SOMA: TNFSF9 : Tumor necrosis factor ligand superfamily member 9
26	7231	rs1024948:chr3:190347681 IL1RAP	DNA	DNA: rs1024948:chr3:190347681 IL1RAP	DNA: rs1024948:chr3:190347681 IL1RAP
260	7232	rs16873811:chr6:45746766 ACTG1P9;CLIC5;RUNX2	DNA	DNA: rs16873811:chr6:45746766 ACTG1P9;CLIC5;RUNX2	DNA: rs16873811:chr6:45746766 ACTG1P9;CLIC5;RUNX2
2602-2_2	5082	ANGPT2 : Angiopoietin-2 [SOMA]	SOMA	SOMA: ANGPT2 : Angiopoietin-2	SOMA: ANGPT2 : Angiopoietin-2
2603-61_2	5083	CD80 : T-lymphocyte activation antigen CD80 [SOMA]	SOMA	SOMA: CD80 : T-lymphocyte activation antigen CD80	SOMA: CD80 : T-lymphocyte activation antigen CD80
2605-49_2	5084	TNFRSF8 : Tumor necrosis factor receptor superfamily member 8 [SOMA]	SOMA	SOMA: TNFRSF8 : Tumor necrosis factor receptor superfamily member 8	SOMA: TNFRSF8 : Tumor necrosis factor receptor superfamily member 8
2607-54_2	5085	CRLF1 CLCF1 : Cytokine receptor-like factor 1:Cardiotrophin-like cytokine factor 1 Complex [SOMA]	SOMA	SOMA: CRLF1 CLCF1 : Cytokine receptor-like factor 1:Cardiotrophin-like cytokine factor 1 Complex	SOMA: CRLF1 CLCF1 : Cytokine receptor-like factor 1:Cardiotrophin-like cytokine factor 1 Complex
2609-59_2	5086	CST3 : Cystatin-C [SOMA]	SOMA	SOMA: CST3 : Cystatin-C	SOMA: CST3 : Cystatin-C
261	7233	rs155517:chr3:6468979 AC069277.2;GRM7	DNA	DNA: rs155517:chr3:6468979 AC069277.2;GRM7	DNA: rs155517:chr3:6468979 AC069277.2;GRM7
2611-72_2	5087	TYRO3 : Tyrosine-protein kinase receptor TYRO3 [SOMA]	SOMA	SOMA: TYRO3 : Tyrosine-protein kinase receptor TYRO3	SOMA: TYRO3 : Tyrosine-protein kinase receptor TYRO3
2612-5_2	5088	EIF5 : Eukaryotic translation initiation factor 5 [SOMA]	SOMA	SOMA: EIF5 : Eukaryotic translation initiation factor 5	SOMA: EIF5 : Eukaryotic translation initiation factor 5
2614-28_2	5089	EFNA4 : Ephrin-A4 [SOMA]	SOMA	SOMA: EFNA4 : Ephrin-A4	SOMA: EFNA4 : Ephrin-A4
2616-23_18	5091	ERBB2 : Receptor tyrosine-protein kinase erbB-2 [SOMA]	SOMA	SOMA: ERBB2 : Receptor tyrosine-protein kinase erbB-2	SOMA: ERBB2 : Receptor tyrosine-protein kinase erbB-2
2618-10_2	5093	ERBB4 : Receptor tyrosine-protein kinase erbB-4 [SOMA]	SOMA	SOMA: ERBB4 : Receptor tyrosine-protein kinase erbB-4	SOMA: ERBB4 : Receptor tyrosine-protein kinase erbB-4
2619-72_2	5094	TACSTD2 : Tumor-associated calcium signal transducer 2 [SOMA]	SOMA	SOMA: TACSTD2 : Tumor-associated calcium signal transducer 2	SOMA: TACSTD2 : Tumor-associated calcium signal transducer 2
262	7234	rs28631692:chr16:55864452 CES1	DNA	DNA: rs28631692:chr16:55864452 CES1	DNA: rs28631692:chr16:55864452 CES1
2620-4_2	5095	IL6ST : Interleukin-6 receptor subunit beta [SOMA]	SOMA	SOMA: IL6ST : Interleukin-6 receptor subunit beta	SOMA: IL6ST : Interleukin-6 receptor subunit beta
2624-31_2	5098	Human-virus : Protein E7_HPV18 [SOMA]	SOMA	SOMA: Human-virus : Protein E7_HPV18	SOMA: Human-virus : Protein E7_HPV18
263	7235	rs16892178:chr5:34025273 AMACR;C1QTNF3;C1QTNF3-AMACR	DNA	DNA: rs16892178:chr5:34025273 AMACR;C1QTNF3;C1QTNF3-AMACR	DNA: rs16892178:chr5:34025273 AMACR;C1QTNF3;C1QTNF3-AMACR
2630-12_2	5100	IL1RAP : Interleukin-1 Receptor accessory protein [SOMA]	SOMA	SOMA: IL1RAP : Interleukin-1 Receptor accessory protein	SOMA: IL1RAP : Interleukin-1 Receptor accessory protein
2631-50_2	5101	IL10RB : Interleukin-10 receptor subunit beta [SOMA]	SOMA	SOMA: IL10RB : Interleukin-10 receptor subunit beta	SOMA: IL10RB : Interleukin-10 receptor subunit beta
2632-5_2	5102	IL12RB1 : Interleukin-12 receptor subunit beta-1 [SOMA]	SOMA	SOMA: IL12RB1 : Interleukin-12 receptor subunit beta-1	SOMA: IL12RB1 : Interleukin-12 receptor subunit beta-1
2636-10_2	5106	LTBR : Tumor necrosis factor receptor superfamily member 3 [SOMA]	SOMA	SOMA: LTBR : Tumor necrosis factor receptor superfamily member 3	SOMA: LTBR : Tumor necrosis factor receptor superfamily member 3
2637-77_2	5107	MRC1 : Macrophage mannose receptor 1 [SOMA]	SOMA	SOMA: MRC1 : Macrophage mannose receptor 1	SOMA: MRC1 : Macrophage mannose receptor 1
2638-12_2	5108	CSF1R : Macrophage colony-stimulating factor 1 receptor [SOMA]	SOMA	SOMA: CSF1R : Macrophage colony-stimulating factor 1 receptor	SOMA: CSF1R : Macrophage colony-stimulating factor 1 receptor
264	7236	rs2541903:chr7:35429226 AC007652.1	DNA	DNA: rs2541903:chr7:35429226 AC007652.1	DNA: rs2541903:chr7:35429226 AC007652.1
2645-54_1	5113	PRKCZ : Protein kinase C zeta type [SOMA]	SOMA	SOMA: PRKCZ : Protein kinase C zeta type	SOMA: PRKCZ : Protein kinase C zeta type
2647-66_2	5114	GDI2 : Rab GDP dissociation inhibitor beta [SOMA]	SOMA	SOMA: GDI2 : Rab GDP dissociation inhibitor beta	SOMA: GDI2 : Rab GDP dissociation inhibitor beta
2649-77_2	5115	ICAM3 : Intercellular adhesion molecule 3 [SOMA]	SOMA	SOMA: ICAM3 : Intercellular adhesion molecule 3	SOMA: ICAM3 : Intercellular adhesion molecule 3
265	7237	rs77585764:chr17:76187108 AFMID	DNA	DNA: rs77585764:chr17:76187108 AFMID	DNA: rs77585764:chr17:76187108 AFMID
2652-15_1	5116	PLAUR : Urokinase plasminogen activator surface receptor [SOMA]	SOMA	SOMA: PLAUR : Urokinase plasminogen activator surface receptor	SOMA: PLAUR : Urokinase plasminogen activator surface receptor
2653-62_1	5117	MAPT : Microtubule-associated protein tau [SOMA]	SOMA	SOMA: MAPT : Microtubule-associated protein tau	SOMA: MAPT : Microtubule-associated protein tau
266	7238	rs10832161:chr11:14047858 SPON1	DNA	DNA: rs10832161:chr11:14047858 SPON1	DNA: rs10832161:chr11:14047858 SPON1
2665-26_2	5120	TNFRSF17 : Tumor necrosis factor receptor superfamily member 17 [SOMA]	SOMA	SOMA: TNFRSF17 : Tumor necrosis factor receptor superfamily member 17	SOMA: TNFRSF17 : Tumor necrosis factor receptor superfamily member 17
2666-53_2	5121	DCN : Decorin [SOMA]	SOMA	SOMA: DCN : Decorin	SOMA: DCN : Decorin
267	7239	rs1657394:chr18:54699221 LINC-ROR;WDR7	DNA	DNA: rs1657394:chr18:54699221 LINC-ROR;WDR7	DNA: rs1657394:chr18:54699221 LINC-ROR;WDR7
2670-67_4	5123	CKM : Creatine kinase M-type [SOMA]	SOMA	SOMA: CKM : Creatine kinase M-type	SOMA: CKM : Creatine kinase M-type
2672-60_1	5124	TDGF1 : Teratocarcinoma-derived growth factor 1 [SOMA]	SOMA	SOMA: TDGF1 : Teratocarcinoma-derived growth factor 1	SOMA: TDGF1 : Teratocarcinoma-derived growth factor 1
2677-1_1	5125	EGFR : Epidermal growth factor receptor [SOMA]	SOMA	SOMA: EGFR : Epidermal growth factor receptor	SOMA: EGFR : Epidermal growth factor receptor
268	7240	rs2035655:chr3:57125202 IL17RD	DNA	DNA: rs2035655:chr3:57125202 IL17RD	DNA: rs2035655:chr3:57125202 IL17RD
2681-23_2	5126	HGF : Hepatocyte growth factor [SOMA]	SOMA	SOMA: HGF : Hepatocyte growth factor	SOMA: HGF : Hepatocyte growth factor
2683-1_2	5128	C3 : Complement C3b, inactivated [SOMA]	SOMA	SOMA: C3 : Complement C3b, inactivated	SOMA: C3 : Complement C3b, inactivated
2685-21_2	5129	IGFBP5 : Insulin-like growth factor-binding protein 5 [SOMA]	SOMA	SOMA: IGFBP5 : Insulin-like growth factor-binding protein 5	SOMA: IGFBP5 : Insulin-like growth factor-binding protein 5
2686-67_2	5130	IGFBP6 : Insulin-like growth factor-binding protein 6 [SOMA]	SOMA	SOMA: IGFBP6 : Insulin-like growth factor-binding protein 6	SOMA: IGFBP6 : Insulin-like growth factor-binding protein 6
2687-2_1	5131	MIA : Melanoma-derived growth regulatory protein [SOMA]	SOMA	SOMA: MIA : Melanoma-derived growth regulatory protein	SOMA: MIA : Melanoma-derived growth regulatory protein
269	7241	rs62176618:chr2:157420474 GPD2	DNA	DNA: rs62176618:chr2:157420474 GPD2	DNA: rs62176618:chr2:157420474 GPD2
2692-74_2	5132	PLA2G2A : Phospholipase A2, membrane associated [SOMA]	SOMA	SOMA: PLA2G2A : Phospholipase A2, membrane associated	SOMA: PLA2G2A : Phospholipase A2, membrane associated
2695-25_1	5134	PECAM1 : Platelet endothelial cell adhesion molecule [SOMA]	SOMA	SOMA: PECAM1 : Platelet endothelial cell adhesion molecule	SOMA: PECAM1 : Platelet endothelial cell adhesion molecule
2697-7_2	5136	PF4 : Platelet factor 4 [SOMA]	SOMA	SOMA: PF4 : Platelet factor 4	SOMA: PF4 : Platelet factor 4
27	7242	rs13294:chr1:150484987 ECM1;FALEC;MRPS21;PRPF3;RP11-54A4.2;RPRD2;TARS2	DNA	DNA: rs13294:chr1:150484987 ECM1;FALEC;MRPS21;PRPF3;RP11-54A4.2;RPRD2;TARS2	DNA: rs13294:chr1:150484987 ECM1;FALEC;MRPS21;PRPF3;RP11-54A4.2;RPRD2;TARS2
270	7243	rs11585160:chr1:198117538 NEK7	DNA	DNA: rs11585160:chr1:198117538 NEK7	DNA: rs11585160:chr1:198117538 NEK7
2700-56_2	5137	PROS1 : Vitamin K-dependent protein S [SOMA]	SOMA	SOMA: PROS1 : Vitamin K-dependent protein S	SOMA: PROS1 : Vitamin K-dependent protein S
2704-74_1	5138	TNFRSF13B : Tumor necrosis factor receptor superfamily member 13B [SOMA]	SOMA	SOMA: TNFRSF13B : Tumor necrosis factor receptor superfamily member 13B	SOMA: TNFRSF13B : Tumor necrosis factor receptor superfamily member 13B
2705-5_2	5139	CCL25 : C-C motif chemokine 25 [SOMA]	SOMA	SOMA: CCL25 : C-C motif chemokine 25	SOMA: CCL25 : C-C motif chemokine 25
2706-69_2	5140	SERPINA7 : Thyroxine-binding globulin [SOMA]	SOMA	SOMA: SERPINA7 : Thyroxine-binding globulin	SOMA: SERPINA7 : Thyroxine-binding globulin
2708-54_2	5141	TNFSF18 : Tumor necrosis factor ligand superfamily member 18 [SOMA]	SOMA	SOMA: TNFSF18 : Tumor necrosis factor ligand superfamily member 18	SOMA: TNFSF18 : Tumor necrosis factor ligand superfamily member 18
271	7244	rs2242000:chr1:205031769 CNTN2;RBBP5	DNA	DNA: rs2242000:chr1:205031769 CNTN2;RBBP5	DNA: rs2242000:chr1:205031769 CNTN2;RBBP5
2719-3_4	5145	CSF3R : Granulocyte colony-stimulating factor receptor [SOMA]	SOMA	SOMA: CSF3R : Granulocyte colony-stimulating factor receptor	SOMA: CSF3R : Granulocyte colony-stimulating factor receptor
272	7245	rs3755156:chr2:216880767 MREG;PECR	DNA	DNA: rs3755156:chr2:216880767 MREG;PECR	DNA: rs3755156:chr2:216880767 MREG;PECR
2728-62_2	5147	LAMA1 LAMB1  LAMC1 : Laminin [SOMA]	SOMA	SOMA: LAMA1 LAMB1  LAMC1 : Laminin	SOMA: LAMA1 LAMB1  LAMC1 : Laminin
273	7246	rs9600764:chr13:77310793 KCTD12	DNA	DNA: rs9600764:chr13:77310793 KCTD12	DNA: rs9600764:chr13:77310793 KCTD12
2730-58_2	5148	MICA : MHC class I polypeptide-related sequence A [SOMA]	SOMA	SOMA: MICA : MHC class I polypeptide-related sequence A	SOMA: MICA : MHC class I polypeptide-related sequence A
2731-29_2	5149	POR : NADPH--cytochrome P450 reductase [SOMA]	SOMA	SOMA: POR : NADPH--cytochrome P450 reductase	SOMA: POR : NADPH--cytochrome P450 reductase
2732-58_3	5150	NANOG : Homeobox protein NANOG [SOMA]	SOMA	SOMA: NANOG : Homeobox protein NANOG	SOMA: NANOG : Homeobox protein NANOG
2737-22_2	5153	NOV : Protein NOV homolog [SOMA]	SOMA	SOMA: NOV : Protein NOV homolog	SOMA: NOV : Protein NOV homolog
274	7247	rs12125200:chr1:198992043 LINC01221;LINC01222	DNA	DNA: rs12125200:chr1:198992043 LINC01221;LINC01222	DNA: rs12125200:chr1:198992043 LINC01221;LINC01222
2741-22_2	5154	SIGLEC6 : Sialic acid-binding Ig-like lectin 6 [SOMA]	SOMA	SOMA: SIGLEC6 : Sialic acid-binding Ig-like lectin 6	SOMA: SIGLEC6 : Sialic acid-binding Ig-like lectin 6
2742-68_2	5155	SIGLEC7 : Sialic acid-binding Ig-like lectin 7 [SOMA]	SOMA	SOMA: SIGLEC7 : Sialic acid-binding Ig-like lectin 7	SOMA: SIGLEC7 : Sialic acid-binding Ig-like lectin 7
2743-5_2	5156	SHH : Sonic hedgehog protein [SOMA]	SOMA	SOMA: SHH : Sonic hedgehog protein	SOMA: SHH : Sonic hedgehog protein
2746-56_1	5157	CRLF2 : Cytokine receptor-like factor 2 [SOMA]	SOMA	SOMA: CRLF2 : Cytokine receptor-like factor 2	SOMA: CRLF2 : Cytokine receptor-like factor 2
